Município,codigo_ibge,Data,Total_de_Casos,Novos_Casos,Casos_por_mm7d,Total_de_Óbitos,Novos_Óbitos,Óbitos_por_mm7d,Letalidade,População,Área_(Km2),Latitude,Longitude,Mesorregião,Microrregião
Piracicaba,3538709,2020-04-28,63,16,5.43,8,3,0.86,0.13,389873,1378,-22.7338,-47.6476,Piracicaba,Piracicaba
Santa Bárbara d'Oeste,3545803,2020-04-28,6,4,0.57,1,0,0.0,0.17,188745,271,-22.7553,-47.4143,Campinas,Campinas
Ibirá,3519402,2020-04-28,2,0,0.14,0,0,0.0,0.0,12059,272,-21.083,-49.2448,São José do Rio Preto,São José do Rio Preto
Estiva Gerbi,3557303,2020-04-28,1,0,0.0,0,0,0.0,0.0,11079,74,-22.2713,-46.9481,Campinas,Mogi Mirim
Porto Ferreira,3540705,2020-04-28,3,1,0.14,1,0,0.0,0.33,54102,245,-21.8498,-47.487,Campinas,Pirassununga
Bocaina,3506805,2020-04-28,1,1,0.14,0,0,0.0,0.0,12135,364,-22.1365,-48.523,Bauru,Jaú
Igaratá,3520202,2020-04-28,3,1,0.29,0,0,0.0,0.0,9312,293,-23.2037,-46.157,Vale do Paraíba Paulista,São José dos Campos
Batatais,3505906,2020-04-28,2,1,0.14,1,1,0.14,0.5,60222,850,-20.8929,-47.5921,Ribeirão Preto,Batatais
Franca,3516200,2020-04-28,9,3,0.57,1,1,0.14,0.11,342125,606,-20.5352,-47.4039,Ribeirão Preto,Franca
Bauru,3506003,2020-04-28,85,6,3.86,6,0,0.43,0.07,364225,668,-22.3246,-49.0871,Bauru,Bauru
Registro,3542602,2020-04-28,9,1,0.71,3,0,0.29,0.33,54216,72,-24.4979,-47.8449,Litoral Sul Paulista,Registro
Monte Alto,3531308,2020-04-28,13,1,0.29,1,0,0.0,0.08,48405,347,-21.2655,-48.4971,Ribeirão Preto,Jaboticabal 
Américo Brasiliense,3501707,2020-04-28,5,0,0.14,0,0,0.0,0.0,40243,123,-21.7288,-48.1147,Araraquara ,Araraquara
São Carlos,3548906,2020-04-28,12,0,0.43,3,0,0.14,0.25,242632,1137,-22.0174,-47.886,Araraquara ,São Carlos
Barra do Turvo,3505401,2020-04-28,1,0,0.0,0,0,0.0,0.0,7687,1008,-24.759,-48.5013,Litoral Sul Paulista,Registro
Taquarituba,3553807,2020-04-28,1,0,0.0,0,0,0.0,0.0,23193,449,-23.5307,-49.241,Itapetininga ,Itapeva
São Pedro,3550407,2020-04-28,1,0,0.0,0,0,0.0,0.0,34208,611,-22.5483,-47.9096,Piracicaba,Piracicaba
Piracaia,3538600,2020-04-28,2,0,0.14,1,0,0.14,0.5,26287,386,-23.0525,-46.3594,Macro Metropolitana Paulista,Bragança Paulista
Birigui,3506508,2020-04-28,16,3,1.14,0,0,0.0,0.0,121329,530,-21.291,-50.3432,Araçatuba,Birigui
Cachoeira Paulista,3508603,2020-04-28,3,0,0.0,0,0,0.0,0.0,32231,288,-22.6665,-45.0154,Vale do Paraíba Paulista,Guaratinguetá
Santa Cruz do Rio Pardo,3546405,2020-04-28,10,2,0.57,0,0,0.0,0.0,46110,1115,-22.8988,-49.6354,Assis,Ourinhos
Cubatão,3513504,2020-04-28,32,1,1.14,0,0,0.0,0.0,129145,143,-23.8911,-46.424,Metropolitana de São Paulo,Santos
Amparo,3501905,2020-04-28,9,0,0.57,0,0,0.0,0.0,69639,445,-22.7088,-46.772,Campinas,Amparo
Olímpia,3533908,2020-04-28,5,1,0.14,0,0,0.0,0.0,52516,803,-20.7366,-48.9106,São José do Rio Preto,São José do Rio Preto
Franco da Rocha,3516408,2020-04-28,117,6,7.29,11,0,1.14,0.09,152201,133,-23.3229,-46.729,Metropolitana de São Paulo,Franco da Rocha
Arandu,3503109,2020-04-28,9,0,0.29,2,0,0.29,0.22,6165,286,-23.1386,-49.0487,Bauru,Avaré
Serrana,3551504,2020-04-28,2,0,0.14,2,0,0.29,1.0,44434,126,-21.2043,-47.5952,Ribeirão Preto,Ribeirão Preto
Embu-Guaçu,3515103,2020-04-28,20,5,2.0,3,0,0.43,0.15,68053,156,-23.8297,-46.8136,Metropolitana de São Paulo,Itapecerica da Serra
Ilhabela,3520400,2020-04-28,4,0,0.14,0,0,0.0,0.0,33470,346,-23.7785,-45.3552,Vale do Paraíba Paulista,Caraguatatuba
Itariri,3523305,2020-04-28,1,1,0.14,0,0,0.0,0.0,17274,274,-24.2834,-47.1736,Litoral Sul Paulista,Itanhaém
Promissão,3541604,2020-04-28,3,0,0.0,0,0,0.0,0.0,39667,78,-21.5356,-49.8599,Bauru,Lins
Laranjal Paulista,3526407,2020-04-28,5,0,0.0,2,0,0.0,0.4,27834,384,-23.0506,-47.8375,Itapetininga ,Tatuí
Mauá,3529401,2020-04-28,179,21,11.86,15,3,1.57,0.08,460132,62,-23.6677,-46.4613,Metropolitana de São Paulo,São Paulo
Capela do Alto,3510302,2020-04-28,1,0,0.0,0,0,0.0,0.0,20542,170,-23.4685,-47.7388,Macro Metropolitana Paulista,Sorocaba
Cedral,3511300,2020-04-28,1,0,0.0,0,0,0.0,0.0,8836,198,-20.9009,-49.2664,São José do Rio Preto,São José do Rio Preto
Ferraz de Vasconcelos,3515707,2020-04-28,86,11,4.0,5,2,0.29,0.06,193037,30,-23.5411,-46.371,Metropolitana de São Paulo,Mogi das Cruzes
Presidente Alves,3541109,2020-04-28,1,0,0.14,0,0,0.0,0.0,4020,287,-22.0999,-49.4381,Bauru,Bauru
Tanabi,3553401,2020-04-28,1,0,0.0,0,0,0.0,0.0,25105,747,-20.6228,-49.6563,São José do Rio Preto,São José do Rio Preto
Jaú,3525300,2020-04-28,13,3,1.14,0,0,0.0,0.0,147505,69,-22.2936,-48.5592,Bauru,Jaú
Indaiatuba,3520509,2020-04-28,22,6,1.86,4,0,0.57,0.18,242868,312,-23.0816,-47.2101,Campinas,Campinas
Lindóia,3527009,2020-04-28,3,3,0.43,0,0,0.0,0.0,7722,49,-22.5226,-46.65,Campinas,Amparo
Louveira,3527306,2020-04-28,8,0,1.0,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Penápolis,3537305,2020-04-29,2,0,0.14,1,0,0.14,0.5,60774,711,-21.4148,-50.0769,Araçatuba,Birigui
São Joaquim da Barra,3549409,2020-04-29,2,0,0.0,0,0,0.0,0.0,50274,411,-20.5812,-47.8593,Ribeirão Preto,São Joaquim da Barra
São João da Boa Vista,3549102,2020-04-29,16,2,1.57,0,0,0.0,0.0,87340,52,-21.9707,-46.7944,Campinas,São João da Boa Vista
Avaí,3504305,2020-04-29,1,0,0.0,0,0,0.0,0.0,5288,541,-22.1514,-49.3356,Bauru,Bauru
Araras,3503307,2020-04-29,13,1,1.0,1,0,0.14,0.08,131057,645,-22.3572,-47.3842,Piracicaba,Limeira
Caiabu,3508900,2020-04-29,1,0,0.0,1,0,0.0,1.0,4103,253,-22.0127,-51.2394,Presidente Prudente,Presidente Prudente
Lucélia,3527405,2020-04-29,4,0,0.57,2,0,0.29,0.5,21019,315,-21.7182,-51.0215,Presidente Prudente,Adamantina
Sorocaba,3552205,2020-04-29,117,16,8.71,20,1,1.14,0.17,658547,450,-23.4969,-47.4451,Macro Metropolitana Paulista,Sorocaba
Arealva,3503406,2020-04-29,1,0,0.14,0,0,0.0,0.0,8196,505,-22.031,-48.9135,Bauru,Bauru
Pedro de Toledo,3537206,2020-04-29,2,0,0.29,0,0,0.0,0.0,10977,670,-24.2764,-47.2354,Litoral Sul Paulista,Itanhaém
Votorantim,3557006,2020-04-29,12,0,0.71,2,0,0.0,0.17,119824,184,-23.5446,-47.4388,Macro Metropolitana Paulista,Sorocaba
Bariri,3505203,2020-04-29,1,0,0.0,0,0,0.0,0.0,33993,444,-22.073,-48.7438,Bauru,Jaú
Presidente Prudente,3541406,2020-04-29,19,1,1.57,2,0,0.0,0.11,221073,561,-22.1207,-51.3925,Presidente Prudente,Presidente Prudente
Louveira,3527306,2020-04-29,10,2,1.29,0,0,0.0,0.0,48268,55,-23.0856,-46.9484,Macro Metropolitana Paulista,Jundiaí
Batatais,3505906,2020-04-29,2,0,0.14,1,0,0.14,0.5,60222,850,-20.8929,-47.5921,Ribeirão Preto,Batatais
Nova Odessa,3533403,2020-04-29,7,0,0.71,1,0,0.0,0.14,58039,74,-22.7832,-47.2941,Campinas,Campinas
Orlândia,3534302,2020-04-29,4,0,0.0,0,0,0.0,0.0,42266,292,-20.7169,-47.8852,Ribeirão Preto,São Joaquim da Barra
Saltinho,3545159,2020-04-29,1,1,0.14,0,0,0.0,0.0,7860,100,-22.8442,-47.6754,Piracicaba,Piracicaba
Aparecida,3502507,2020-04-29,1,0,0.0,0,0,0.0,0.0,35709,121,-22.8495,-45.2325,Vale do Paraíba Paulista,Guaratinguetá
Ribeirão Preto,3543402,2020-04-29,111,1,3.57,8,1,0.43,0.07,683777,651,-21.1699,-47.8099,Ribeirão Preto,Ribeirão Preto
Barra do Turvo,3505401,2020-04-29,1,0,0.0,0,0,0.0,0.0,7687,1008,-24.759,-48.5013,Litoral Sul Paulista,Registro
Santo Antônio de Posse,3548005,2020-04-29,1,0,0.14,0,0,0.0,0.0,22849,154,-22.6029,-46.9192,Campinas,Mogi Mirim
São José do Rio Pardo,3549706,2020-04-29,4,1,0.43,0,0,0.0,0.0,53206,420,-21.5953,-46.8873,Campinas,São João da Boa Vista
Álvares Machado,3501301,2020-04-29,1,0,0.14,0,0,0.0,0.0,23789,348,-22.0764,-51.4722,Presidente Prudente,Presidente Prudente
Jales,3524808,2020-04-29,4,0,0.29,0,0,0.0,0.0,47254,369,-20.2672,-50.5494,São José do Rio Preto,Jales
Taubaté,3554102,2020-04-29,35,2,3.86,4,0,0.57,0.11,307361,6,-23.0104,-45.5593,Vale do Paraíba Paulista,São José dos Campos
Lorena,3527207,2020-04-29,5,0,0.57,0,0,0.0,0.0,86639,414,-22.7334,-45.1197,Vale do Paraíba Paulista,Guaratinguetá
Jarinu,3525201,2020-04-29,1,0,0.14,1,0,0.14,1.0,29820,208,-23.1039,-46.728,Macro Metropolitana Paulista,Bragança Paulista
Olímpia,3533908,2020-04-29,5,0,0.14,0,0,0.0,0.0,52516,803,-20.7366,-48.9106,São José do Rio Preto,São José do Rio Preto
Águas de São Pedro,3500600,2020-04-29,1,0,0.0,0,0,0.0,0.0,3122,4,-22.5977,-47.8734,Piracicaba,Piracicaba
São Pedro,3550407,2020-04-29,6,5,0.71,0,0,0.0,0.0,34208,611,-22.5483,-47.9096,Piracicaba,Piracicaba
Caconde,3508702,2020-04-29,1,0,0.14,0,0,0.0,0.0,18854,468,-21.528,-46.6437,Campinas,São João da Boa Vista
Presidente Alves,3541109,2020-04-29,1,0,0.14,0,0,0.0,0.0,4020,287,-22.0999,-49.4381,Bauru,Bauru
Dracena,3514403,2020-04-29,7,1,0.57,2,0,0.0,0.29,44995,488,-21.4843,-51.535,Presidente Prudente,Dracena
Iepê,3519907,2020-04-29,1,0,0.0,1,0,0.0,1.0,7921,595,-22.6602,-51.0779,Assis,Assis
Votuporanga,3557105,2020-04-29,18,3,1.29,0,0,0.0,0.0,91760,42,-20.4237,-49.9781,São José do Rio Preto,Votuporanga
Guariba,3518602,2020-04-29,1,1,0.14,0,0,0.0,0.0,39021,270,-21.3594,-48.2316,Ribeirão Preto,Jaboticabal 
Leme,3526704,2020-04-29,6,0,0.29,3,0,0.14,0.5,100975,403,-22.1809,-47.3841,Piracicaba,Limeira
Araçariguama,3502754,2020-04-29,3,0,0.29,1,0,0.14,0.33,20980,15,-23.4366,-47.0608,Macro Metropolitana Paulista,Sorocaba
Itapetininga,3522307,2020-04-29,14,3,1.0,1,0,0.0,0.07,160150,1789,-23.5886,-48.0483,Itapetininga ,Itapetininga
Jandira,3525003,2020-04-29,42,2,3.71,3,0,0.14,0.07,123603,17,-23.5275,-46.9023,Metropolitana de São Paulo,Osasco
Diadema,3513801,2020-04-29,272,33,19.14,18,4,1.86,0.07,404477,31,-23.6813,-46.6205,Metropolitana de São Paulo,São Paulo
Cruzeiro,3513405,2020-04-29,5,0,0.29,1,0,0.0,0.2,79927,31,-22.5728,-44.969,Vale do Paraíba Paulista,Guaratinguetá
Cordeirópolis,3512407,2020-04-29,1,0,0.14,0,0,0.0,0.0,24356,138,-22.4778,-47.4519,Piracicaba,Limeira
Pindamonhangaba,3538006,2020-04-29,11,2,1.0,1,0,0.0,0.09,163611,7,-22.9246,-45.4613,Vale do Paraíba Paulista,São José dos Campos
Itapira,3522604,2020-04-29,18,1,0.43,3,0,0.0,0.17,71500,518,-22.4357,-46.8224,Campinas,Mogi Mirim
Barra Bonita,3505302,2020-04-29,7,2,1.0,1,0,0.14,0.14,34914,150,-22.4909,-48.5583,Bauru,Jaú
Amparo,3501905,2020-04-29,9,0,0.57,0,0,0.0,0.0,69639,445,-22.7088,-46.772,Campinas,Amparo
Rincão,3543709,2020-04-29,1,0,0.0,1,0,0.14,1.0,10496,317,-21.5894,-48.0728,Araraquara ,Araraquara
Jaboticabal,3524303,2020-04-29,17,2,1.14,4,0,0.29,0.24,74221,71,-21.252,-48.3252,Ribeirão Preto,Jaboticabal 
Campos do Jordão,3509700,2020-04-29,3,0,0.29,0,0,0.0,0.0,50118,291,-22.7296,-45.5833,Vale do Paraíba Paulista,Campos do Jordão
Santo Antônio do Pinhal,3548203,2020-04-29,2,0,0.29,0,0,0.0,0.0,6628,133,-22.827,-45.663,Vale do Paraíba Paulista,Campos do Jordão
Pratânia,3541059,2020-04-29,2,0,0.0,0,0,0.0,0.0,5156,18,-22.8112,-48.6636,Bauru,Botucatu
Palmital,3535309,2020-04-29,1,0,0.14,0,0,0.0,0.0,21599,548,-22.7858,-50.218,Assis,Assis
Tuiuti,3554953,2020-04-29,1,0,0.14,0,0,0.0,0.0,6557,127,-22.8193,-46.6937,Macro Metropolitana Paulista,Bragança Paulista
Atibaia,3504107,2020-04-29,31,1,1.29,1,0,0.0,0.03,139606,479,-23.1171,-46.5563,Macro Metropolitana Paulista,Bragança Paulista
Novo Horizonte,3533502,2020-04-29,1,0,0.14,0,0,0.0,0.0,38954,932,-21.4651,-49.2234,São José do Rio Preto,Novo Horizonte
Arandu,3503109,2020-04-29,9,0,0.29,2,0,0.29,0.22,6165,286,-23.1386,-49.0487,Bauru,Avaré
Jaú,3525300,2020-04-29,13,0,1.14,0,0,0.0,0.0,147505,69,-22.2936,-48.5592,Bauru,Jaú
Engenheiro Coelho,3515152,2020-04-29,5,0,0.71,0,0,0.0,0.0,20535,110,-22.4836,-47.211,Campinas,Mogi Mirim
Estiva Gerbi,3557303,2020-04-29,1,0,0.0,0,0,0.0,0.0,11079,74,-22.2713,-46.9481,Campinas,Mogi Mirim
Jaborandi,3524204,2020-04-29,2,1,0.14,0,0,0.0,0.0,6677,273,-20.6884,-48.4112,Ribeirão Preto,São Joaquim da Barra
Pariquera-Açu,3536208,2020-04-29,22,5,2.57,1,0,0.14,0.05,19251,359,-24.7147,-47.8742,Litoral Sul Paulista,Registro
Elias Fausto,3514908,2020-04-29,1,0,0.0,0,0,0.0,0.0,17346,202,-23.0428,-47.3682,Campinas,Campinas
Angatuba,3502200,2020-04-29,2,0,0.14,1,0,0.0,0.5,24501,1027,-23.4917,-48.4139,Itapetininga ,Itapetininga
Guararema,3518305,2020-04-29,4,0,0.29,1,0,0.14,0.25,29429,271,-23.4112,-46.0369,Metropolitana de São Paulo,Mogi das Cruzes
Valinhos,3556206,2020-04-29,25,2,1.57,3,0,0.0,0.12,124742,149,-22.9698,-46.9974,Campinas,Campinas
Avaré,3504503,2020-04-29,17,2,1.29,1,0,0.0,0.06,87538,1213,-23.1067,-48.9251,Bauru,Avaré
Bebedouro,3506102,2020-04-29,6,0,0.57,0,0,0.0,0.0,74155,683,-20.9491,-48.4791,Ribeirão Preto,Jaboticabal 
Santo Antônio da Alegria,3547908,2020-04-29,1,0,0.0,1,0,0.0,1.0,6637,310,-21.0864,-47.1464,Ribeirão Preto,Batatais
Lençóis Paulista,3526803,2020-04-29,5,0,0.29,1,0,0.14,0.2,66343,810,-22.6027,-48.8037,Bauru,Bauru
Cananéia,3509908,2020-04-29,5,0,0.57,0,0,0.0,0.0,12341,1237,-25.0144,-47.9341,Litoral Sul Paulista,Registro
Guaratinguetá,3518404,2020-04-29,3,2,0.29,0,0,0.0,0.0,118345,753,-22.8075,-45.1938,Vale do Paraíba Paulista,Guaratinguetá
Promissão,3541604,2020-04-29,4,1,0.14,0,0,0.0,0.0,39667,78,-21.5356,-49.8599,Bauru,Lins
Brodowski,3507803,2020-04-29,8,2,0.57,0,0,0.0,0.0,23943,278,-20.9845,-47.6572,Ribeirão Preto,Ribeirão Preto
Conchas,3512308,2020-04-29,1,0,0.0,1,0,0.0,1.0,17134,466,-23.0154,-48.0134,Bauru,Botucatu
Piedade,3537800,2020-04-29,7,0,0.71,0,0,0.0,0.0,53536,747,-23.7139,-47.4256,Macro Metropolitana Paulista,Piedade
Nhandeara,3532603,2020-04-29,1,0,0.0,0,0,0.0,0.0,10782,436,-20.6945,-50.0436,São José do Rio Preto,Nhandeara 
Lins,3527108,2020-04-29,16,0,1.43,3,0,0.14,0.19,75087,570,-21.6718,-49.7526,Bauru,Lins
Espírito Santo do Pinhal,3515186,2020-04-29,1,0,0.14,0,0,0.0,0.0,42573,389,-22.1909,-46.7477,Campinas,São João da Boa Vista
Embu das Artes,3515004,2020-04-29,105,10,6.14,12,4,1.0,0.11,270790,7,-23.6437,-46.8579,Metropolitana de São Paulo,Itapecerica da Serra
Águas da Prata,3500402,2020-04-29,1,1,0.14,0,0,0.0,0.0,7797,143,-21.9319,-46.7176,Campinas,São João da Boa Vista
Várzea Paulista,3556503,2020-04-29,13,0,1.0,2,0,0.0,0.15,120535,35,-23.2136,-46.8234,Macro Metropolitana Paulista,Jundiaí
Américo Brasiliense,3501707,2020-04-29,6,1,0.29,0,0,0.0,0.0,40243,123,-21.7288,-48.1147,Araraquara ,Araraquara
Guararapes,3518206,2020-04-29,6,0,0.43,0,0,0.0,0.0,32076,956,-21.2544,-50.6453,Araçatuba,Araçatuba
Suzano,3552502,2020-04-29,151,14,9.71,13,1,0.86,0.09,291002,206,-23.5448,-46.3112,Metropolitana de São Paulo,Mogi das Cruzes
Lavrinhas,3526605,2020-04-29,2,0,0.29,1,0,0.14,0.5,7167,167,-22.57,-44.9024,Vale do Paraíba Paulista,Guaratinguetá
Presidente Venceslau,3541505,2020-04-29,11,0,0.43,6,0,0.43,0.55,38005,76,-21.8732,-51.8447,Presidente Prudente,Presidente Prudente
Cachoeira Paulista,3508603,2020-04-29,3,0,0.0,0,0,0.0,0.0,32231,288,-22.6665,-45.0154,Vale do Paraíba Paulista,Guaratinguetá
Itapevi,3522505,2020-04-29,115,14,9.14,15,0,1.43,0.13,237714,83,-23.5488,-46.9327,Metropolitana de São Paulo,Osasco
Jacareí,3524402,2020-04-29,31,1,1.14,1,0,0.14,0.03,227945,464,-23.2983,-45.9658,Vale do Paraíba Paulista,São José dos Campos
Santana de Parnaíba,3547304,2020-04-29,108,11,6.14,3,0,0.29,0.03,138132,180,-23.4439,-46.9178,Metropolitana de São Paulo,Osasco
Ourinhos,3534708,2020-04-29,19,3,1.29,3,1,0.43,0.16,110489,296,-22.9797,-49.8697,Assis,Ourinhos
Buritama,3508108,2020-04-29,5,1,0.29,0,0,0.0,0.0,16596,327,-21.0661,-50.1475,Araçatuba,Birigui
Tupã,3555000,2020-04-29,3,0,0.14,1,0,0.14,0.33,62843,628,-21.9335,-50.5191,Marília,Tupã
Paulínia,3536505,2020-04-29,15,4,0.86,1,0,0.14,0.07,105037,139,-22.7542,-47.1488,Campinas,Campinas
Jaguariúna,3524709,2020-04-29,7,1,0.57,0,0,0.0,0.0,54848,141,-22.7037,-46.9851,Campinas,Campinas
São Miguel Arcanjo,3550209,2020-04-29,3,0,0.0,0,0,0.0,0.0,32000,930,-23.8782,-47.9935,Macro Metropolitana Paulista,Piedade
Santa Rita do Passa Quatro,3547502,2020-04-29,1,0,0.14,1,0,0.14,1.0,26385,754,-21.7083,-47.478,Ribeirão Preto,Ribeirão Preto
Serrana,3551504,2020-04-29,2,0,0.14,2,0,0.29,1.0,44434,126,-21.2043,-47.5952,Ribeirão Preto,Ribeirão Preto
Jardinópolis,3525102,2020-04-29,6,0,0.43,1,1,0.14,0.17,42893,502,-21.0176,-47.7606,Ribeirão Preto,Ribeirão Preto
Osasco,3534401,2020-04-29,701,55,49.71,71,5,5.57,0.1,680964,65,-23.5324,-46.7916,Metropolitana de São Paulo,Osasco
Rio das Pedras,3544004,2020-04-29,1,1,0.14,0,0,0.0,0.0,34416,227,-22.8417,-47.6047,Piracicaba,Piracicaba
Igaraçu do Tietê,3520004,2020-04-29,2,1,0.29,0,0,0.0,0.0,24135,98,-22.509,-48.5597,Bauru,Jaú
Sumaré,3552403,2020-04-29,27,2,2.71,1,1,0.14,0.04,283212,153,-22.8204,-47.2728,Campinas,Campinas
Cosmópolis,3512803,2020-04-29,1,0,0.14,0,0,0.0,0.0,71282,155,-22.6419,-47.1926,Campinas,Campinas
Itanhaém,3522109,2020-04-29,14,0,1.14,1,0,0.0,0.07,98757,602,-24.1736,-46.788,Litoral Sul Paulista,Itanhaém
Campinas,3509502,2020-04-29,344,24,20.29,16,4,1.0,0.05,1175501,795,-22.9053,-47.0659,Campinas,Campinas
Cubatão,3513504,2020-04-29,34,2,1.29,0,0,0.0,0.0,129145,143,-23.8911,-46.424,Metropolitana de São Paulo,Santos
Adamantina,3500105,2020-04-29,3,0,0.29,0,0,0.0,0.0,33894,412,-21.682,-51.0737,Presidente Prudente,Adamantina
Duartina,3514502,2020-04-29,1,0,0.0,0,0,0.0,0.0,11975,265,-22.4146,-49.4084,Bauru,Bauru
Ibirá,3519402,2020-04-29,2,0,0.14,0,0,0.0,0.0,12059,272,-21.083,-49.2448,São José do Rio Preto,São José do Rio Preto
Pedra Bela,3536802,2020-04-29,1,0,0.0,0,0,0.0,0.0,5964,159,-22.7902,-46.4455,Campinas,Amparo
Bocaina,3506805,2020-04-29,1,0,0.14,0,0,0.0,0.0,12135,364,-22.1365,-48.523,Bauru,Jaú
Dobrada,3514007,2020-04-29,1,0,0.14,0,0,0.0,0.0,8904,150,-21.5155,-48.3935,Araraquara ,Araraquara
Itajobi,3521903,2020-04-29,4,0,0.57,0,0,0.0,0.0,14614,502,-21.3123,-49.0629,São José do Rio Preto,Novo Horizonte
Pilar do Sul,3537909,2020-04-29,4,1,0.29,0,0,0.0,0.0,28221,681,-23.8077,-47.7222,Macro Metropolitana Paulista,Piedade
Presidente Epitácio,3541307,2020-04-29,1,1,0.14,0,0,0.0,0.0,42400,1260,-21.7651,-52.1111,Presidente Prudente,Presidente Prudente
São Caetano do Sul,3548807,2020-04-29,174,22,8.86,9,0,0.71,0.05,151244,15,-23.6229,-46.5548,Metropolitana de São Paulo,São Paulo
São Carlos,3548906,2020-04-29,14,2,0.71,3,0,0.14,0.21,242632,1137,-22.0174,-47.886,Araraquara ,São Carlos
Paranapanema,3535804,2020-04-29,1,1,0.14,0,0,0.0,0.0,19962,1019,-23.3862,-48.7214,Bauru,Avaré
Paulistânia,3536570,2020-04-29,1,0,0.0,0,0,0.0,0.0,1769,256,-22.5768,-49.4008,Bauru,Bauru
Limeira,3526902,2020-04-29,29,0,2.71,1,0,0.0,0.03,296300,581,-22.566,-47.397,Piracicaba,Limeira
Cravinhos,3513108,2020-04-29,8,0,0.14,1,0,0.0,0.12,34428,311,-21.338,-47.7324,Ribeirão Preto,Ribeirão Preto
Pederneiras,3536703,2020-04-29,2,0,0.14,1,0,0.14,0.5,45570,729,-22.3511,-48.7781,Bauru,Jaú
Quatá,3541703,2020-04-29,3,0,0.14,0,0,0.0,0.0,13935,651,-22.2456,-50.6966,Assis,Assis
Itupeva,3524006,2020-04-29,4,0,0.14,1,0,0.14,0.25,59159,201,-23.1526,-47.0593,Macro Metropolitana Paulista,Jundiaí
Guarujá,3518701,2020-04-29,159,20,13.0,7,0,0.71,0.04,316405,145,-23.9888,-46.258,Metropolitana de São Paulo,Santos
Campo Limpo Paulista,3509601,2020-04-29,17,1,1.43,2,0,0.14,0.12,82842,8,-23.2078,-46.7889,Macro Metropolitana Paulista,Jundiaí
Taquarituba,3553807,2020-04-29,1,0,0.0,0,0,0.0,0.0,23193,449,-23.5307,-49.241,Itapetininga ,Itapeva
Americana,3501608,2020-04-29,51,9,3.71,3,0,0.0,0.06,233458,134,-22.7374,-47.3331,Campinas,Campinas
Laranjal Paulista,3526407,2020-04-29,5,0,0.0,2,0,0.0,0.4,27834,384,-23.0506,-47.8375,Itapetininga ,Tatuí
Cotia,3513009,2020-04-29,155,9,8.71,17,5,1.71,0.11,247424,324,-23.6022,-46.919,Metropolitana de São Paulo,Itapecerica da Serra
Estrela d'Oeste,3515202,2020-04-29,1,0,0.14,0,0,0.0,0.0,8094,296,-20.2875,-50.4049,São José do Rio Preto,Fernandópolis
Lindóia,3527009,2020-04-29,3,0,0.43,0,0,0.0,0.0,7722,49,-22.5226,-46.65,Campinas,Amparo
Caçapava,3508504,2020-04-29,10,0,0.29,0,0,0.0,0.0,91217,369,-23.0992,-45.7076,Vale do Paraíba Paulista,São José dos Campos
Agudos,3500709,2020-04-29,14,0,1.0,1,0,0.0,0.07,36134,967,-22.4694,-48.9863,Bauru,Bauru
Birigui,3506508,2020-04-29,19,3,1.57,0,0,0.0,0.0,121329,530,-21.291,-50.3432,Araçatuba,Birigui
Nazaré Paulista,3532405,2020-04-29,4,0,0.43,1,0,0.14,0.25,18445,326,-23.1747,-46.3983,Macro Metropolitana Paulista,Bragança Paulista
Peruíbe,3537602,2020-04-29,18,4,1.43,1,1,0.14,0.06,66201,326,-24.312,-47.0012,Litoral Sul Paulista,Itanhaém
Águas de Lindóia,3500501,2020-04-29,4,0,0.43,1,0,0.0,0.25,18374,60,-22.4733,-46.6314,Campinas,Amparo
Serra Negra,3551603,2020-04-29,1,0,0.14,0,0,0.0,0.0,27440,204,-22.6139,-46.7033,Campinas,Amparo
Ituverava,3524105,2020-04-29,1,0,0.14,0,0,0.0,0.0,40246,705,-20.3355,-47.7902,Ribeirão Preto,Ituverava
Vinhedo,3556701,2020-04-29,29,2,2.14,2,0,0.29,0.07,77521,8,-23.0302,-46.9833,Campinas,Campinas
São Sebastião da Grama,3550803,2020-04-29,1,0,0.14,0,0,0.0,0.0,11936,252,-21.7041,-46.8208,Campinas,São João da Boa Vista
Santa Lúcia,3546900,2020-04-29,4,0,0.29,0,0,0.0,0.0,8562,154,-21.685,-48.0885,Araraquara ,Araraquara
Biritiba Mirim,3506607,2020-04-29,5,1,0.71,0,0,0.0,0.0,32338,317,-23.5698,-46.0407,Metropolitana de São Paulo,Mogi das Cruzes
Ribeirão Pires,3543303,2020-04-29,60,2,3.57,5,0,0.57,0.08,118968,99,-23.7067,-46.4058,Metropolitana de São Paulo,São Paulo
Itapecerica da Serra,3522208,2020-04-29,103,10,7.14,7,0,0.86,0.07,169619,151,-23.7161,-46.8572,Metropolitana de São Paulo,Itapecerica da Serra
Joanópolis,3525508,2020-04-29,2,0,0.14,0,0,0.0,0.0,12666,374,-22.927,-46.2741,Macro Metropolitana Paulista,Bragança Paulista
Salesópolis,3545001,2020-04-29,1,0,0.14,1,0,0.14,1.0,16838,4,-23.5288,-45.8465,Metropolitana de São Paulo,Mogi das Cruzes
Andradina,3502101,2020-04-29,5,0,0.29,0,0,0.0,0.0,56054,964,-20.8948,-51.3786,Araçatuba,Andradina
São Vicente,3551009,2020-04-29,150,19,12.86,2,0,0.14,0.01,357929,15,-23.9574,-46.3883,Metropolitana de São Paulo,Santos
