Município,codigo_ibge,Índice de Isolamento (%),Dia da Semana,Data
Estado De São Paulo,35,39,sexta-feira ,2021-02-05
Ibiúna,3519709,44,sexta-feira ,2021-02-05
Barretos,3505500,34,sexta-feira ,2021-02-05
Sorocaba,3552205,34,sexta-feira ,2021-02-05
Catanduva,3511102,34,sexta-feira ,2021-02-05
São José Dos Campos,3549904,42,sexta-feira ,2021-02-05
Caçapava,3508504,41,sexta-feira ,2021-02-05
Caieiras,3509007,35,sexta-feira ,2021-02-05
Guaratinguetá,3518404,38,sexta-feira ,2021-02-05
Ourinhos,3534708,37,sexta-feira ,2021-02-05
Capivari,3510401,40,sexta-feira ,2021-02-05
Porto Ferreira,3540705,50,sexta-feira ,2021-02-05
Mongaguá,3531100,45,sexta-feira ,2021-02-05
Hortolândia,3519071,36,sexta-feira ,2021-02-05
Birigui,3506508,37,sexta-feira ,2021-02-05
Itapevi,3522505,35,sexta-feira ,2021-02-05
Franca,3516200,33,sexta-feira ,2021-02-05
Pindamonhangaba,3538006,38,sexta-feira ,2021-02-05
Piedade,3537800,44,sexta-feira ,2021-02-05
Praia Grande,3541000,42,sexta-feira ,2021-02-05
Guarujá,3518701,40,sexta-feira ,2021-02-05
Mococa,3530508,54,sexta-feira ,2021-02-05
Cubatão,3513504,41,sexta-feira ,2021-02-05
São José Do Rio Preto,3549805,36,sexta-feira ,2021-02-05
Mogi Das Cruzes,3530607,37,sexta-feira ,2021-02-05
Jaguariúna,3524709,38,sexta-feira ,2021-02-05
Jandira,3525003,32,sexta-feira ,2021-02-05
Piracicaba,3538709,34,sexta-feira ,2021-02-05
Itapetininga,3522307,39,sexta-feira ,2021-02-05
Bertioga,3506359,49,sexta-feira ,2021-02-05
Campinas,3509502,34,sexta-feira ,2021-02-05
Peruíbe,3537602,44,sexta-feira ,2021-02-05
Mirassol,3530300,39,sexta-feira ,2021-02-05
Cajamar,3509205,35,sexta-feira ,2021-02-05
Tatuí,3554003,38,sexta-feira ,2021-02-05
Francisco Morato,3516309,41,sexta-feira ,2021-02-05
Mogi Mirim,3530805,43,sexta-feira ,2021-02-05
São Carlos,3548906,39,sexta-feira ,2021-02-05
Taboão Da Serra,3552809,36,sexta-feira ,2021-02-05
Santa Isabel,3546801,43,sexta-feira ,2021-02-05
Andradina,3502101,39,sexta-feira ,2021-02-05
Jaboticabal,3524303,39,sexta-feira ,2021-02-05
Barueri,3505708,32,sexta-feira ,2021-02-05
Santos,3548500,35,sexta-feira ,2021-02-05
Itapeva,3522406,35,sexta-feira ,2021-02-05
Ribeirão Preto,3543402,39,sexta-feira ,2021-02-05
Jaú,3525300,40,sexta-feira ,2021-02-05
Rio Grande Da Serra,3544103,44,sexta-feira ,2021-02-05
Salto,3545209,34,sexta-feira ,2021-02-05
Mogi Guaçu,3530706,38,sexta-feira ,2021-02-05
Ibitinga,3519600,51,sexta-feira ,2021-02-05
Araçatuba,3502804,35,sexta-feira ,2021-02-05
Carapicuíba,3510609,36,sexta-feira ,2021-02-05
Tupã,3555000,40,sexta-feira ,2021-02-05
Vargem Grande Paulista,3556453,42,sexta-feira ,2021-02-05
Registro,3542602,38,sexta-feira ,2021-02-05
Lorena,3527207,42,sexta-feira ,2021-02-05
São Caetano Do Sul,3548807,36,sexta-feira ,2021-02-05
Artur Nogueira,3503802,46,sexta-feira ,2021-02-05
Fernandópolis,3515509,39,sexta-feira ,2021-02-05
Franco Da Rocha,3516408,37,sexta-feira ,2021-02-05
Atibaia,3504107,37,sexta-feira ,2021-02-05
São João Da Boa Vista,3549102,42,sexta-feira ,2021-02-05
Poá,3539806,33,sexta-feira ,2021-02-05
Avaré,3504503,40,sexta-feira ,2021-02-05
Sertãozinho,3551702,42,sexta-feira ,2021-02-05
Sumaré,3552403,35,sexta-feira ,2021-02-05
Várzea Paulista,3556503,35,sexta-feira ,2021-02-05
Itanhaém,3522109,44,sexta-feira ,2021-02-05
Cruzeiro,3513405,40,sexta-feira ,2021-02-05
Monte Alto,3531308,48,sexta-feira ,2021-02-05
Taquaritinga,3553708,51,sexta-feira ,2021-02-05
Vinhedo,3556701,38,sexta-feira ,2021-02-05
Itatiba,3523404,34,sexta-feira ,2021-02-05
Marília,3529005,35,sexta-feira ,2021-02-05
Rio Claro,3543907,36,sexta-feira ,2021-02-05
Itaquaquecetuba,3523107,36,sexta-feira ,2021-02-05
Guarulhos,3518800,35,sexta-feira ,2021-02-05
Limeira,3526902,33,sexta-feira ,2021-02-05
São Sebastião,3550704,49,sexta-feira ,2021-02-05
Votuporanga,3557105,39,sexta-feira ,2021-02-05
Bebedouro,3506102,45,sexta-feira ,2021-02-05
Santo André,3547809,38,sexta-feira ,2021-02-05
Olímpia,3533908,43,sexta-feira ,2021-02-05
São Bernardo Do Campo,3548708,40,sexta-feira ,2021-02-05
Itapira,3522604,41,sexta-feira ,2021-02-05
Santana De Parnaíba,3547304,41,sexta-feira ,2021-02-05
Lençóis Paulista,3526803,38,sexta-feira ,2021-02-05
Cosmópolis,3512803,42,sexta-feira ,2021-02-05
Batatais,3505906,58,sexta-feira ,2021-02-05
Osasco,3534401,35,sexta-feira ,2021-02-05
Itupeva,3524006,34,sexta-feira ,2021-02-05
Itu,3523909,33,sexta-feira ,2021-02-05
São Paulo,3550308,37,sexta-feira ,2021-02-05
Arujá,3503901,32,sexta-feira ,2021-02-05
Campos Do Jordão,3509700,41,sexta-feira ,2021-02-05
Matão,3529302,37,sexta-feira ,2021-02-05
São Vicente,3551009,41,sexta-feira ,2021-02-05
Porto Feliz,3540606,40,sexta-feira ,2021-02-05
Paulínia,3536505,34,sexta-feira ,2021-02-05
Botucatu,3507506,37,sexta-feira ,2021-02-05
Americana,3501608,36,sexta-feira ,2021-02-05
Nova Odessa,3533403,36,sexta-feira ,2021-02-05
Taubaté,3554102,38,sexta-feira ,2021-02-05
Caraguatatuba,3510500,37,sexta-feira ,2021-02-05
Itapecerica Da Serra,3522208,41,sexta-feira ,2021-02-05
Presidente Prudente,3541406,33,sexta-feira ,2021-02-05
Embu-Guaçu,3515103,42,sexta-feira ,2021-02-05
Cotia,3513009,36,sexta-feira ,2021-02-05
Ferraz De Vasconcelos,3515707,37,sexta-feira ,2021-02-05
Bauru,3506003,36,sexta-feira ,2021-02-05
Araras,3503307,36,sexta-feira ,2021-02-05
Boituva,3507001,42,sexta-feira ,2021-02-05
Amparo,3501905,37,sexta-feira ,2021-02-05
Suzano,3552502,35,sexta-feira ,2021-02-05
Penápolis,3537305,50,sexta-feira ,2021-02-05
Jundiaí,3525904,30,sexta-feira ,2021-02-05
Jacareí,3524402,38,sexta-feira ,2021-02-05
Mairiporã,3528502,40,sexta-feira ,2021-02-05
Pirassununga,3539301,42,sexta-feira ,2021-02-05
São José Do Rio Pardo,3549706,51,sexta-feira ,2021-02-05
Embu Das Artes,3515004,40,sexta-feira ,2021-02-05
Santa Bárbara D'Oeste,3545803,35,sexta-feira ,2021-02-05
Ubatuba,3555406,49,sexta-feira ,2021-02-05
Valinhos,3556206,36,sexta-feira ,2021-02-05
Campo Limpo Paulista,3509601,42,sexta-feira ,2021-02-05
Indaiatuba,3520509,38,sexta-feira ,2021-02-05
Leme,3526704,43,sexta-feira ,2021-02-05
Itararé,3523206,51,sexta-feira ,2021-02-05
Votorantim,3557006,37,sexta-feira ,2021-02-05
Ribeirão Pires,3543303,38,sexta-feira ,2021-02-05
Bragança Paulista,3507605,34,sexta-feira ,2021-02-05
Lins,3527108,41,sexta-feira ,2021-02-05
Araraquara,3503208,36,sexta-feira ,2021-02-05
Diadema,3513801,36,sexta-feira ,2021-02-05
Monte Mor,3531803,45,sexta-feira ,2021-02-05
São Roque,3550605,38,sexta-feira ,2021-02-05
Mauá,3529401,35,sexta-feira ,2021-02-05
Assis,3504008,37,sexta-feira ,2021-02-05
Santos,3548500,38,sábado ,2021-02-06
Jaguariúna,3524709,40,sábado ,2021-02-06
Rio Claro,3543907,39,sábado ,2021-02-06
Marília,3529005,38,sábado ,2021-02-06
Batatais,3505906,55,sábado ,2021-02-06
Itatiba,3523404,37,sábado ,2021-02-06
Praia Grande,3541000,45,sábado ,2021-02-06
Guarujá,3518701,45,sábado ,2021-02-06
Osasco,3534401,38,sábado ,2021-02-06
Cosmópolis,3512803,45,sábado ,2021-02-06
São Sebastião,3550704,55,sábado ,2021-02-06
Guarulhos,3518800,37,sábado ,2021-02-06
Taquaritinga,3553708,53,sábado ,2021-02-06
Itapevi,3522505,39,sábado ,2021-02-06
Araçatuba,3502804,37,sábado ,2021-02-06
Itaquaquecetuba,3523107,39,sábado ,2021-02-06
Sertãozinho,3551702,45,sábado ,2021-02-06
Ribeirão Preto,3543402,43,sábado ,2021-02-06
Caraguatatuba,3510500,41,sábado ,2021-02-06
São Paulo,3550308,41,sábado ,2021-02-06
São João Da Boa Vista,3549102,46,sábado ,2021-02-06
Fernandópolis,3515509,41,sábado ,2021-02-06
Cruzeiro,3513405,44,sábado ,2021-02-06
Mairiporã,3528502,43,sábado ,2021-02-06
Limeira,3526902,36,sábado ,2021-02-06
Indaiatuba,3520509,41,sábado ,2021-02-06
Jandira,3525003,35,sábado ,2021-02-06
Registro,3542602,40,sábado ,2021-02-06
Santana De Parnaíba,3547304,44,sábado ,2021-02-06
Itupeva,3524006,38,sábado ,2021-02-06
Avaré,3504503,43,sábado ,2021-02-06
Várzea Paulista,3556503,39,sábado ,2021-02-06
Diadema,3513801,40,sábado ,2021-02-06
Mirassol,3530300,47,sábado ,2021-02-06
Suzano,3552502,40,sábado ,2021-02-06
Bragança Paulista,3507605,36,sábado ,2021-02-06
Porto Ferreira,3540705,51,sábado ,2021-02-06
Piracicaba,3538709,37,sábado ,2021-02-06
Ibitinga,3519600,50,sábado ,2021-02-06
Santa Bárbara D'Oeste,3545803,37,sábado ,2021-02-06
Mogi Guaçu,3530706,43,sábado ,2021-02-06
Cajamar,3509205,39,sábado ,2021-02-06
Jundiaí,3525904,33,sábado ,2021-02-06
Campo Limpo Paulista,3509601,45,sábado ,2021-02-06
Hortolândia,3519071,39,sábado ,2021-02-06
Santo André,3547809,40,sábado ,2021-02-06
Bebedouro,3506102,55,sábado ,2021-02-06
Lençóis Paulista,3526803,40,sábado ,2021-02-06
Votuporanga,3557105,39,sábado ,2021-02-06
Valinhos,3556206,40,sábado ,2021-02-06
Ourinhos,3534708,39,sábado ,2021-02-06
Americana,3501608,39,sábado ,2021-02-06
Lorena,3527207,43,sábado ,2021-02-06
Itararé,3523206,52,sábado ,2021-02-06
Itapecerica Da Serra,3522208,44,sábado ,2021-02-06
Arujá,3503901,35,sábado ,2021-02-06
Estado De São Paulo,35,42,sábado ,2021-02-06
São José Do Rio Pardo,3549706,55,sábado ,2021-02-06
Vinhedo,3556701,41,sábado ,2021-02-06
Ibiúna,3519709,48,sábado ,2021-02-06
Taboão Da Serra,3552809,39,sábado ,2021-02-06
Cubatão,3513504,44,sábado ,2021-02-06
Mogi Mirim,3530805,47,sábado ,2021-02-06
São Joaquim Da Barra,3549409,63,sábado ,2021-02-06
Catanduva,3511102,38,sábado ,2021-02-06
Botucatu,3507506,40,sábado ,2021-02-06
Paulínia,3536505,35,sábado ,2021-02-06
Piedade,3537800,47,sábado ,2021-02-06
Santa Isabel,3546801,45,sábado ,2021-02-06
Porto Feliz,3540606,44,sábado ,2021-02-06
Francisco Morato,3516309,43,sábado ,2021-02-06
Matão,3529302,40,sábado ,2021-02-06
Leme,3526704,45,sábado ,2021-02-06
Barretos,3505500,39,sábado ,2021-02-06
Penápolis,3537305,51,sábado ,2021-02-06
Sorocaba,3552205,37,sábado ,2021-02-06
Ubatuba,3555406,50,sábado ,2021-02-06
São Carlos,3548906,43,sábado ,2021-02-06
São Bernardo Do Campo,3548708,42,sábado ,2021-02-06
Mauá,3529401,37,sábado ,2021-02-06
Caçapava,3508504,43,sábado ,2021-02-06
Itanhaém,3522109,48,sábado ,2021-02-06
Embu Das Artes,3515004,43,sábado ,2021-02-06
Itapetininga,3522307,41,sábado ,2021-02-06
Mongaguá,3531100,46,sábado ,2021-02-06
Amparo,3501905,39,sábado ,2021-02-06
Embu-Guaçu,3515103,46,sábado ,2021-02-06
Caieiras,3509007,36,sábado ,2021-02-06
Ferraz De Vasconcelos,3515707,41,sábado ,2021-02-06
Nova Odessa,3533403,39,sábado ,2021-02-06
Olímpia,3533908,47,sábado ,2021-02-06
Tatuí,3554003,40,sábado ,2021-02-06
São José Dos Campos,3549904,46,sábado ,2021-02-06
Andradina,3502101,40,sábado ,2021-02-06
Mogi Das Cruzes,3530607,40,sábado ,2021-02-06
Sumaré,3552403,38,sábado ,2021-02-06
Jaboticabal,3524303,41,sábado ,2021-02-06
São Roque,3550605,42,sábado ,2021-02-06
Cotia,3513009,40,sábado ,2021-02-06
Carapicuíba,3510609,40,sábado ,2021-02-06
Votorantim,3557006,39,sábado ,2021-02-06
Monte Mor,3531803,52,sábado ,2021-02-06
Franca,3516200,35,sábado ,2021-02-06
Tupã,3555000,41,sábado ,2021-02-06
Guaratinguetá,3518404,38,sábado ,2021-02-06
Taubaté,3554102,40,sábado ,2021-02-06
Vargem Grande Paulista,3556453,45,sábado ,2021-02-06
Capivari,3510401,44,sábado ,2021-02-06
Campos Do Jordão,3509700,41,sábado ,2021-02-06
Bertioga,3506359,52,sábado ,2021-02-06
Peruíbe,3537602,48,sábado ,2021-02-06
Campinas,3509502,39,sábado ,2021-02-06
Artur Nogueira,3503802,49,sábado ,2021-02-06
Barueri,3505708,36,sábado ,2021-02-06
Itu,3523909,37,sábado ,2021-02-06
Jacareí,3524402,41,sábado ,2021-02-06
Itapira,3522604,41,sábado ,2021-02-06
Ribeirão Pires,3543303,42,sábado ,2021-02-06
