Data,Departamento Regional de Saúde,mm7d da Ocupação dos leitos de UTI e Enfermaria (%),Nº de novas internações nos últimos 7 dias,Pacientes em tratamento na UTI,Total de leitos de UTI destinados à Covid,Ocupação dos leitos de UTI e Enfermaria (%),Novos casos de internações (UTI e Enfermaria),Pacientes em tratamento na Enfermaria,Total de leitos de Enfermaria destinados à Covid
2021-01-20,Grande SP Leste,74.9,525,300,406,73.9,77,298,537
2021-01-20,DRS 07 Campinas,70.9,951,513,723,71.0,148,576,1179
2021-01-20,Grande SP Oeste,50.0,337,147,282,52.1,44,231,457
2021-01-20,Grande SP Sudeste,69.8,1139,584,836,69.9,170,693,1458
2021-01-20,Município de São Paulo,73.9,3874,2273,3055,74.4,561,2816,4211
2021-01-20,DRS 02 Araçatuba,54.4,130,68,125,54.4,23,121,297
2021-01-20,DRS 03 Araraquara,55.8,264,75,130,57.7,42,155,382
2021-01-20,DRS 04 Baixada Santista,45.1,281,189,412,45.9,31,217,657
2021-01-20,DRS 05 Barretos,76.2,123,75,94,79.8,19,33,178
2021-01-20,Grande SP Sudoeste,59.3,178,52,83,62.6,28,123,266
2021-01-21,DRS 08 Franca,85.9,159,91,102,89.2,20,80,186
2021-01-21,DRS 17 Taubaté,78.8,970,348,443,78.6,145,514,906
2021-01-21,DRS 16 Sorocaba,76.9,461,225,294,76.5,58,312,585
2021-01-21,DRS 15 São José do Rio Preto,74.7,581,282,374,75.4,85,327,570
2021-01-21,DRS 14 São João da Boa Vista,60.3,188,81,121,66.9,24,113,409
2021-01-21,DRS 13 Ribeirão Preto,73.0,412,180,241,74.7,69,228,450
2021-01-21,DRS 12 Registro,40.8,52,19,49,38.8,13,26,44
2021-01-21,DRS 11 Presidente Prudente,81.4,187,64,84,76.2,26,159,230
2021-01-21,DRS 10 Piracicaba,68.3,380,170,245,69.4,47,222,425
2021-01-21,DRS 09 Marília,87.9,317,160,182,87.9,52,227,444
2021-01-21,DRS 07 Campinas,70.8,969,499,726,68.7,154,594,1177
2021-01-21,Estado de São Paulo,71.1,12077,6137,8544,71.8,1797,7853,14578
2021-01-21,DRS 05 Barretos,78.3,134,74,94,78.7,24,38,156
2021-01-21,Município de São Paulo,74.0,3845,2267,3058,74.1,562,2755,4161
2021-01-21,Grande SP Leste,74.8,550,313,416,75.2,85,355,547
2021-01-21,Grande SP Norte,66.3,72,27,50,54.0,6,48,195
2021-01-21,Grande SP Oeste,50.3,345,147,282,52.1,51,225,447
2021-01-21,DRS 06 Bauru,84.0,502,205,228,89.9,83,355,587
2021-01-21,Grande SP Sudoeste,60.2,157,57,82,69.5,18,110,259
2021-01-21,DRS 02 Araçatuba,55.2,129,67,103,65.0,18,104,290
2021-01-21,DRS 03 Araraquara,57.2,261,79,129,61.2,42,152,377
2021-01-21,DRS 04 Baixada Santista,45.7,277,186,410,45.4,46,221,657
2021-01-21,Grande SP Sudeste,70.2,1129,596,831,71.7,169,688,1476
2021-01-22,DRS 08 Franca,85.5,159,91,111,82.0,28,84,197
2021-01-22,DRS 17 Taubaté,78.8,938,352,438,80.4,127,488,913
2021-01-22,DRS 16 Sorocaba,76.7,456,226,303,74.6,62,298,580
2021-01-22,DRS 15 São José do Rio Preto,74.4,554,270,373,72.4,70,319,570
2021-01-22,DRS 14 São João da Boa Vista,62.7,189,83,122,68.0,26,125,414
2021-01-22,DRS 13 Ribeirão Preto,75.0,426,197,248,79.4,70,231,446
2021-01-22,DRS 12 Registro,40.5,54,23,49,46.9,9,25,44
2021-01-22,DRS 11 Presidente Prudente,80.6,184,61,81,75.3,21,137,222
2021-01-22,DRS 10 Piracicaba,67.9,386,166,255,65.1,62,224,429
2021-01-22,DRS 09 Marília,87.3,335,160,187,85.6,57,234,445
2021-01-22,Estado de São Paulo,71.3,11899,6142,8604,71.4,1734,7793,14619
2021-01-22,DRS 07 Campinas,70.8,965,509,728,69.9,148,578,1162
2021-01-22,DRS 05 Barretos,79.0,125,73,94,77.7,18,38,178
2021-01-22,DRS 04 Baixada Santista,46.3,266,181,403,44.9,36,202,654
2021-01-22,DRS 03 Araraquara,59.1,260,88,131,67.2,43,157,391
2021-01-22,DRS 02 Araçatuba,56.8,136,73,111,65.8,28,109,295
2021-01-22,Grande SP Sudoeste,62.3,161,58,83,69.9,25,112,257
2021-01-22,Grande SP Sudeste,70.0,1062,579,836,69.3,148,663,1450
2021-01-22,Grande SP Oeste,50.4,319,143,281,50.9,32,206,451
2021-01-22,Grande SP Norte,65.9,66,27,45,60.0,5,56,181
2021-01-22,Grande SP Leste,74.3,551,314,418,75.1,84,359,539
2021-01-22,Município de São Paulo,74.2,3789,2262,3059,74.0,559,2779,4200
2021-01-22,DRS 06 Bauru,84.4,518,206,248,83.1,76,369,601
2021-01-23,DRS 09 Marília,86.4,341,158,185,85.4,56,223,439
2021-01-23,DRS 10 Piracicaba,68.0,388,170,253,67.2,54,214,430
2021-01-23,DRS 11 Presidente Prudente,79.8,179,59,81,72.8,29,146,232
2021-01-23,DRS 12 Registro,40.2,59,21,49,42.9,9,30,44
2021-01-23,DRS 08 Franca,83.8,163,90,115,78.3,25,75,200
2021-01-23,DRS 14 São João da Boa Vista,63.5,180,78,121,64.5,25,113,413
2021-01-23,DRS 15 São José do Rio Preto,73.8,565,262,372,70.4,87,328,574
2021-01-23,DRS 16 Sorocaba,76.0,439,220,302,72.8,60,292,596
2021-01-23,DRS 17 Taubaté,79.4,926,373,458,81.4,129,501,924
2021-01-23,DRS 13 Ribeirão Preto,75.9,421,206,250,82.4,46,230,455
2021-01-23,DRS 07 Campinas,70.4,961,505,735,68.7,129,547,1171
2021-01-23,Estado de São Paulo,71.3,11788,6112,8655,70.6,1732,7692,14682
2021-01-23,DRS 05 Barretos,78.6,127,69,95,72.6,22,43,180
2021-01-23,Município de São Paulo,74.1,3742,2243,3054,73.4,577,2690,4124
2021-01-23,Grande SP Leste,73.8,534,296,417,71.0,74,362,547
2021-01-23,Grande SP Norte,64.7,62,29,50,58.0,5,47,197
2021-01-23,Grande SP Oeste,50.5,319,151,300,50.3,48,206,456
2021-01-23,DRS 06 Bauru,85.4,510,203,244,83.2,78,408,639
2021-01-23,Grande SP Sudoeste,62.7,171,53,90,58.9,24,110,257
2021-01-23,DRS 02 Araçatuba,57.9,127,73,108,67.6,16,101,293
2021-01-23,DRS 03 Araraquara,60.9,265,84,131,64.1,39,154,383
2021-01-23,DRS 04 Baixada Santista,46.0,248,181,409,44.2,41,210,663
2021-01-23,Grande SP Sudeste,70.2,1061,588,836,70.3,159,662,1465
2021-01-24,DRS 09 Marília,85.5,351,160,192,83.3,47,214,421
2021-01-24,Estado de São Paulo,71.2,11677,6152,8678,70.9,1555,7496,14651
2021-01-24,DRS 17 Taubaté,79.8,869,378,461,82.0,103,438,929
2021-01-24,DRS 16 Sorocaba,75.7,428,223,306,72.9,55,309,604
2021-01-24,DRS 15 São José do Rio Preto,74.0,565,279,371,75.2,76,338,583
2021-01-24,DRS 14 São João da Boa Vista,63.8,175,71,119,59.7,23,108,416
2021-01-24,DRS 13 Ribeirão Preto,77.4,410,206,252,81.8,49,209,445
2021-01-24,DRS 12 Registro,40.2,56,19,49,38.8,4,31,44
2021-01-24,DRS 11 Presidente Prudente,78.2,175,62,84,73.8,25,141,231
2021-01-24,DRS 10 Piracicaba,68.3,392,176,249,70.7,62,203,442
2021-01-24,DRS 08 Franca,83.5,164,95,114,83.3,24,93,193
2021-01-24,DRS 07 Campinas,70.3,961,506,729,69.4,120,565,1144
2021-01-24,DRS 06 Bauru,85.9,500,210,238,88.2,59,402,613
2021-01-24,Grande SP Leste,73.4,518,284,411,69.1,50,358,545
2021-01-24,Grande SP Norte,61.7,69,31,56,55.4,19,45,180
2021-01-24,Grande SP Oeste,51.0,326,160,299,53.5,56,207,450
2021-01-24,Grande SP Sudeste,70.1,1087,585,834,70.1,175,628,1447
2021-01-24,Município de São Paulo,73.8,3700,2234,3063,72.9,491,2610,4198
2021-01-24,DRS 02 Araçatuba,60.0,125,80,117,68.4,16,94,304
2021-01-24,DRS 03 Araraquara,61.3,261,85,143,59.4,26,153,380
2021-01-24,DRS 04 Baixada Santista,45.9,244,183,403,45.4,29,198,645
2021-01-24,DRS 05 Barretos,78.2,130,69,94,73.4,15,42,180
2021-01-24,Grande SP Sudoeste,62.3,171,56,94,59.6,31,110,257
2021-01-25,DRS 08 Franca,83.4,160,92,114,80.7,17,90,191
2021-01-25,DRS 17 Taubaté,79.7,871,370,460,80.4,105,414,914
2021-01-25,DRS 16 Sorocaba,75.3,402,228,308,74.0,46,295,562
2021-01-25,DRS 15 São José do Rio Preto,73.5,557,274,372,73.7,67,283,573
2021-01-25,DRS 14 São João da Boa Vista,64.2,174,70,119,58.8,17,106,392
2021-01-25,DRS 13 Ribeirão Preto,78.7,402,203,245,82.9,47,210,451
2021-01-25,DRS 12 Registro,40.8,59,20,49,40.8,6,22,44
2021-01-25,DRS 11 Presidente Prudente,76.2,170,60,81,74.1,20,149,228
2021-01-25,DRS 10 Piracicaba,68.2,390,167,247,67.6,54,217,433
2021-01-25,DRS 09 Marília,84.9,354,158,193,81.9,30,235,440
2021-01-25,DRS 07 Campinas,69.9,940,523,760,68.8,110,531,1134
2021-01-25,Estado de São Paulo,71.0,11539,6080,8727,69.7,1326,7501,14658
2021-01-25,DRS 05 Barretos,77.7,123,72,94,76.6,12,35,179
2021-01-25,Município de São Paulo,73.4,3652,2183,3070,71.1,397,2661,4219
2021-01-25,Grande SP Leste,73.1,500,295,416,70.9,64,366,641
2021-01-25,Grande SP Norte,58.4,70,29,60,48.3,14,51,185
2021-01-25,Grande SP Oeste,51.4,322,155,297,52.2,49,211,424
2021-01-25,DRS 06 Bauru,86.0,497,210,243,86.4,62,411,610
2021-01-25,Grande SP Sudoeste,62.4,168,53,94,56.4,18,109,261
2021-01-25,DRS 02 Araçatuba,61.8,124,75,121,62.0,11,91,304
2021-01-25,DRS 03 Araraquara,61.1,257,81,135,60.0,21,155,372
2021-01-25,DRS 04 Baixada Santista,46.1,255,196,404,48.5,30,192,654
2021-01-25,Grande SP Sudeste,69.5,1092,566,845,67.0,129,667,1447
2021-01-26,DRS 09 Marília,84.7,356,163,193,84.5,53,220,443
2021-01-26,DRS 17 Taubaté,80.5,865,383,463,82.7,117,441,898
2021-01-26,DRS 16 Sorocaba,74.7,417,232,311,74.6,79,308,567
2021-01-26,DRS 15 São José do Rio Preto,73.2,550,268,374,71.7,76,301,580
2021-01-26,DRS 14 São João da Boa Vista,63.0,167,71,120,59.2,13,105,388
2021-01-26,DRS 13 Ribeirão Preto,80.0,407,205,249,82.3,58,226,497
2021-01-26,DRS 12 Registro,39.4,54,15,49,30.6,4,25,44
2021-01-26,DRS 11 Presidente Prudente,74.8,175,61,82,74.4,20,154,224
2021-01-26,DRS 10 Piracicaba,67.8,400,166,265,62.6,57,229,433
2021-01-26,DRS 08 Franca,82.6,162,90,113,79.6,24,97,197
2021-01-26,Estado de São Paulo,70.8,11454,6145,8774,70.0,1483,7458,14655
2021-01-26,DRS 07 Campinas,69.4,942,521,749,69.6,133,529,1148
2021-01-26,Município de São Paulo,73.0,3565,2203,3101,71.0,418,2601,4226
2021-01-26,Grande SP Leste,72.4,491,297,415,71.6,57,359,545
2021-01-26,Grande SP Norte,59.2,72,41,59,69.5,10,38,184
2021-01-26,Grande SP Oeste,51.6,310,147,295,49.8,30,216,447
2021-01-26,Grande SP Sudeste,69.5,1103,572,835,68.5,153,649,1429
2021-01-26,DRS 06 Bauru,86.2,511,208,242,86.0,66,403,594
2021-01-26,DRS 02 Araçatuba,64.8,122,90,127,70.9,10,87,326
2021-01-26,DRS 03 Araraquara,61.6,250,85,137,62.0,37,164,403
2021-01-26,DRS 04 Baixada Santista,46.1,242,196,406,48.3,29,175,647
2021-01-26,DRS 05 Barretos,76.7,131,73,93,78.5,21,31,188
2021-01-26,Grande SP Sudoeste,62.2,162,58,96,60.4,18,100,247
2021-01-27,DRS 08 Franca,82.0,161,91,111,82.0,23,99,205
2021-01-27,DRS 17 Taubaté,80.7,845,360,456,79.0,119,462,903
2021-01-27,DRS 16 Sorocaba,73.6,421,219,314,69.8,61,304,578
2021-01-27,DRS 15 São José do Rio Preto,71.5,541,246,394,62.4,80,318,579
2021-01-27,DRS 14 São João da Boa Vista,61.9,160,74,131,56.5,32,109,396
2021-01-27,DRS 13 Ribeirão Preto,80.9,417,205,249,82.3,78,235,462
2021-01-27,DRS 12 Registro,39.1,56,17,49,34.7,11,22,44
2021-01-27,DRS 11 Presidente Prudente,74.1,174,62,86,72.1,33,165,233
2021-01-27,DRS 10 Piracicaba,66.8,407,175,266,65.8,71,221,444
2021-01-27,DRS 09 Marília,84.3,362,159,194,82.0,67,221,444
2021-01-27,Estado de São Paulo,70.3,11297,5986,8825,67.8,1670,7455,14586
2021-01-27,DRS 06 Bauru,86.4,502,219,249,88.0,78,391,597
2021-01-27,DRS 05 Barretos,77.3,142,78,93,83.9,30,37,157
2021-01-27,DRS 04 Baixada Santista,46.3,233,182,385,47.3,22,175,646
2021-01-27,DRS 03 Araraquara,62.6,252,91,142,64.1,44,167,366
2021-01-27,DRS 02 Araçatuba,65.4,125,79,134,59.0,26,90,305
2021-01-27,Grande SP Sudoeste,60.8,153,51,96,53.1,19,101,260
2021-01-27,Grande SP Sudeste,69.1,1078,569,848,67.1,145,644,1461
2021-01-27,Grande SP Oeste,50.9,302,141,298,47.3,36,173,455
2021-01-27,Grande SP Norte,59.5,68,42,60,70.0,9,36,184
2021-01-27,Grande SP Leste,71.3,484,275,417,66.0,70,354,547
2021-01-27,Município de São Paulo,72.3,3464,2140,3084,69.4,460,2584,4187
2021-01-27,DRS 07 Campinas,68.8,950,511,769,66.4,156,547,1133
2021-01-28,DRS 09 Marília,83.4,371,159,196,81.1,61,218,444
2021-01-28,DRS 10 Piracicaba,66.1,413,174,271,64.2,53,248,448
2021-01-28,DRS 11 Presidente Prudente,73.8,180,66,89,74.2,32,158,233
2021-01-28,DRS 12 Registro,39.4,51,20,49,40.8,8,17,44
2021-01-28,DRS 08 Franca,81.9,162,98,112,87.5,21,92,194
2021-01-28,DRS 14 São João da Boa Vista,60.6,162,77,133,57.9,26,115,411
2021-01-28,DRS 15 São José do Rio Preto,69.2,520,236,394,59.9,64,277,575
2021-01-28,DRS 16 Sorocaba,72.4,418,217,318,68.2,55,316,597
2021-01-28,DRS 17 Taubaté,80.9,834,375,467,80.3,134,475,892
2021-01-28,DRS 13 Ribeirão Preto,82.0,415,209,253,82.6,67,235,441
2021-01-28,Estado de São Paulo,69.9,11093,6077,8854,68.6,1593,7456,14658
2021-01-28,DRS 07 Campinas,68.8,939,542,786,69.0,143,556,1160
2021-01-28,DRS 05 Barretos,76.2,138,66,93,71.0,20,40,184
2021-01-28,Município de São Paulo,71.8,3359,2179,3079,70.8,457,2580,4182
2021-01-28,Grande SP Leste,70.2,450,283,416,68.0,51,331,551
2021-01-28,Grande SP Norte,60.4,68,36,59,61.0,6,41,185
2021-01-28,Grande SP Oeste,50.2,296,141,296,47.6,45,197,456
2021-01-28,DRS 06 Bauru,86.3,488,220,246,89.4,69,385,599
2021-01-28,Grande SP Sudoeste,58.6,151,51,96,53.1,16,90,258
2021-01-28,DRS 02 Araçatuba,64.3,129,74,128,57.8,22,104,315
2021-01-28,DRS 03 Araraquara,63.2,259,91,138,65.9,49,171,369
2021-01-28,DRS 04 Baixada Santista,46.6,223,189,397,47.6,36,185,648
2021-01-28,Grande SP Sudeste,68.7,1067,574,838,68.5,158,625,1472
2021-01-29,DRS 09 Marília,81.9,375,147,195,75.4,61,222,447
2021-01-29,Estado de São Paulo,69.4,10962,6016,8835,68.1,1603,7341,14556
2021-01-29,DRS 17 Taubaté,80.9,839,381,472,80.7,132,469,945
2021-01-29,DRS 16 Sorocaba,71.9,424,226,317,71.3,68,295,586
2021-01-29,DRS 15 São José do Rio Preto,67.7,516,244,394,61.9,66,266,591
2021-01-29,DRS 14 São João da Boa Vista,58.1,160,67,131,51.2,24,103,410
2021-01-29,DRS 13 Ribeirão Preto,81.4,408,190,251,75.7,63,237,449
2021-01-29,DRS 12 Registro,37.6,46,17,49,34.7,4,19,44
2021-01-29,DRS 11 Presidente Prudente,73.3,185,63,88,71.6,26,154,237
2021-01-29,DRS 10 Piracicaba,66.0,405,175,272,64.3,54,236,451
2021-01-29,DRS 08 Franca,82.6,150,95,109,87.2,16,89,204
2021-01-29,DRS 07 Campinas,68.9,924,533,758,70.3,133,568,1115
2021-01-29,DRS 06 Bauru,87.1,495,225,254,88.6,83,390,595
2021-01-29,Grande SP Leste,69.0,442,273,411,66.4,76,329,540
2021-01-29,Grande SP Norte,59.3,77,31,59,52.5,14,47,189
2021-01-29,Grande SP Oeste,49.6,303,139,298,46.6,39,189,441
2021-01-29,Grande SP Sudeste,68.8,1058,587,842,69.7,139,610,1431
2021-01-29,Município de São Paulo,71.3,3280,2162,3079,70.2,480,2511,4118
2021-01-29,DRS 02 Araçatuba,62.7,114,71,129,55.0,13,104,313
2021-01-29,DRS 03 Araraquara,63.6,273,99,143,69.2,57,198,375
2021-01-29,DRS 04 Baixada Santista,46.5,216,176,397,44.3,29,167,644
2021-01-29,DRS 05 Barretos,74.5,133,61,93,65.6,13,47,162
2021-01-29,Grande SP Sudoeste,57.0,139,54,94,57.4,13,91,269
2021-01-30,DRS 09 Marília,81.1,361,155,194,79.9,42,224,466
2021-01-30,Estado de São Paulo,69.0,10820,6018,8867,67.9,1590,7325,14653
2021-01-30,DRS 17 Taubaté,81.1,824,386,468,82.5,114,447,917
2021-01-30,DRS 16 Sorocaba,71.5,439,222,318,69.8,75,286,582
2021-01-30,DRS 15 São José do Rio Preto,66.0,499,230,394,58.4,70,262,587
2021-01-30,DRS 14 São João da Boa Vista,56.8,151,72,130,55.4,16,105,412
2021-01-30,DRS 13 Ribeirão Preto,80.8,429,194,248,78.2,67,240,427
2021-01-30,DRS 12 Registro,37.0,50,19,49,38.8,13,16,44
2021-01-30,DRS 11 Presidente Prudente,73.5,182,64,86,74.4,26,150,233
2021-01-30,DRS 10 Piracicaba,65.4,408,186,294,63.3,57,236,476
2021-01-30,DRS 08 Franca,83.5,145,91,108,84.3,20,88,204
2021-01-30,DRS 07 Campinas,68.9,931,545,795,68.6,136,553,1176
2021-01-30,DRS 06 Bauru,88.2,500,231,255,90.6,83,389,590
2021-01-30,Grande SP Leste,68.5,440,275,406,67.7,72,337,566
2021-01-30,Grande SP Norte,58.1,77,30,60,50.0,5,49,186
2021-01-30,Grande SP Oeste,48.9,299,135,300,45.0,44,191,439
2021-01-30,Grande SP Sudeste,68.3,1045,571,848,67.3,146,620,1455
2021-01-30,Município de São Paulo,70.9,3176,2159,3060,70.6,473,2523,4125
2021-01-30,DRS 02 Araçatuba,61.4,108,74,129,57.4,10,92,317
2021-01-30,DRS 03 Araraquara,64.6,273,100,140,71.4,39,183,381
2021-01-30,DRS 04 Baixada Santista,46.2,206,167,396,42.2,31,175,631
2021-01-30,DRS 05 Barretos,73.5,130,61,93,65.6,19,50,163
2021-01-30,Grande SP Sudoeste,56.2,147,51,96,53.1,32,109,276
2021-01-31,DRS 09 Marília,80.2,343,155,202,76.7,29,211,479
2021-01-31,Estado de São Paulo,68.5,10737,5982,8838,67.7,1472,7157,14591
2021-01-31,DRS 17 Taubaté,80.8,822,380,475,80.0,101,452,911
2021-01-31,DRS 16 Sorocaba,70.6,436,213,318,67.0,52,297,591
2021-01-31,DRS 15 São José do Rio Preto,63.8,490,233,392,59.4,67,250,591
2021-01-31,DRS 14 São João da Boa Vista,56.5,161,73,128,57.0,33,106,412
2021-01-31,DRS 13 Ribeirão Preto,80.3,445,195,249,78.3,65,226,422
2021-01-31,DRS 12 Registro,37.0,52,19,49,38.8,6,16,44
2021-01-31,DRS 11 Presidente Prudente,73.2,176,64,89,71.9,19,148,242
2021-01-31,DRS 10 Piracicaba,64.4,405,190,298,63.8,59,223,473
2021-01-31,DRS 08 Franca,83.7,148,92,108,85.2,27,97,205
2021-01-31,DRS 07 Campinas,69.4,916,539,738,73.0,105,569,1136
2021-01-31,DRS 06 Bauru,88.6,515,231,253,91.3,74,384,610
2021-01-31,Grande SP Leste,68.5,445,281,408,68.9,55,323,534
2021-01-31,Grande SP Norte,58.7,63,35,59,59.3,5,50,184
2021-01-31,Grande SP Oeste,47.6,278,132,295,44.8,35,201,430
2021-01-31,Grande SP Sudeste,67.7,1003,557,850,65.5,133,567,1447
2021-01-31,Município de São Paulo,70.3,3168,2138,3091,69.2,483,2455,4117
2021-01-31,DRS 02 Araçatuba,59.5,109,71,129,55.0,17,91,317
2021-01-31,DRS 03 Araraquara,67.3,279,104,132,78.8,32,169,375
2021-01-31,DRS 04 Baixada Santista,46.1,208,172,386,44.6,31,169,636
2021-01-31,DRS 05 Barretos,72.6,131,63,94,67.0,16,51,171
2021-01-31,Grande SP Sudoeste,54.4,144,45,95,47.4,28,102,264
2021-02-01,DRS 09 Marília,79.4,344,148,193,76.7,31,197,433
2021-02-01,Estado de São Paulo,68.3,10724,6000,8858,67.7,1313,6955,14581
2021-02-01,DRS 17 Taubaté,80.4,807,375,482,77.8,90,427,881
2021-02-01,DRS 16 Sorocaba,69.8,454,220,324,67.9,64,272,584
2021-02-01,DRS 15 São José do Rio Preto,62.3,486,247,394,62.7,63,250,591
2021-02-01,DRS 14 São João da Boa Vista,55.6,160,67,128,52.3,16,101,412
2021-02-01,DRS 13 Ribeirão Preto,79.6,445,195,252,77.4,47,234,438
2021-02-01,DRS 12 Registro,36.4,50,18,49,36.7,4,17,44
2021-02-01,DRS 11 Presidente Prudente,73.2,181,67,91,73.6,25,140,250
2021-02-01,DRS 10 Piracicaba,64.1,402,192,296,64.9,51,214,476
2021-02-01,DRS 08 Franca,84.5,157,93,108,86.1,26,110,213
2021-02-01,DRS 07 Campinas,69.8,896,533,743,71.7,90,554,1140
2021-02-01,DRS 06 Bauru,89.0,536,227,255,89.0,83,381,622
2021-02-01,Grande SP Leste,68.2,440,287,415,69.2,59,322,567
2021-02-01,Grande SP Norte,59.8,59,33,59,55.9,10,39,185
2021-02-01,Grande SP Oeste,46.5,266,131,297,44.1,37,195,420
2021-02-01,Grande SP Sudeste,67.4,996,565,868,65.1,122,552,1448
2021-02-01,Município de São Paulo,70.1,3146,2140,3072,69.7,375,2365,4078
2021-02-01,DRS 02 Araçatuba,58.7,110,72,128,56.2,12,88,317
2021-02-01,DRS 03 Araraquara,71.0,292,113,130,86.9,34,171,387
2021-02-01,DRS 04 Baixada Santista,45.5,207,171,385,44.4,29,174,629
2021-02-01,DRS 05 Barretos,72.4,143,70,93,75.3,24,42,184
2021-02-01,Grande SP Sudoeste,51.7,147,36,96,37.5,21,110,282
2021-02-02,DRS 09 Marília,78.6,317,151,193,78.2,26,183,432
2021-02-02,Estado de São Paulo,67.9,10675,5982,8897,67.2,1434,7040,14637
2021-02-02,DRS 17 Taubaté,79.6,790,369,481,76.7,100,428,911
2021-02-02,DRS 16 Sorocaba,69.2,465,224,318,70.4,90,325,602
2021-02-02,DRS 15 São José do Rio Preto,60.6,475,234,394,59.4,65,257,600
2021-02-02,DRS 14 São João da Boa Vista,54.9,172,69,128,53.9,25,107,408
2021-02-02,DRS 13 Ribeirão Preto,78.5,447,190,254,74.8,60,253,445
2021-02-02,DRS 12 Registro,37.9,49,20,49,40.8,3,14,44
2021-02-02,DRS 11 Presidente Prudente,71.0,177,62,102,60.8,16,150,253
2021-02-02,DRS 10 Piracicaba,64.6,399,198,299,66.2,54,208,473
2021-02-02,DRS 08 Franca,85.6,152,94,108,87.0,19,105,204
2021-02-02,DRS 07 Campinas,70.2,886,545,749,72.8,123,551,1123
2021-02-02,DRS 06 Bauru,89.2,539,229,262,87.4,69,393,637
2021-02-02,Grande SP Leste,67.1,432,260,411,63.3,49,321,539
2021-02-02,Grande SP Norte,57.8,59,33,59,55.9,10,34,186
2021-02-02,Grande SP Oeste,44.7,265,114,303,37.6,29,188,447
2021-02-02,Grande SP Sudeste,67.4,990,567,829,68.4,147,566,1458
2021-02-02,Município de São Paulo,69.9,3137,2168,3120,69.5,409,2370,4121
2021-02-02,DRS 02 Araçatuba,56.6,118,68,122,55.7,18,87,313
2021-02-02,DRS 03 Araraquara,74.4,311,111,128,86.7,56,174,367
2021-02-02,DRS 04 Baixada Santista,44.9,206,174,398,43.7,28,176,633
2021-02-02,DRS 05 Barretos,70.7,137,62,93,66.7,15,39,160
2021-02-02,Grande SP Sudoeste,49.0,152,40,97,41.2,23,111,281
2021-02-03,DRS 09 Marília,77.5,306,148,198,74.8,56,189,439
2021-02-03,Estado de São Paulo,67.8,10639,5993,8887,67.4,1634,7065,14495
2021-02-03,DRS 17 Taubaté,78.8,780,365,494,73.9,109,434,918
2021-02-03,DRS 16 Sorocaba,69.6,483,232,320,72.5,79,323,597
2021-02-03,DRS 15 São José do Rio Preto,60.0,472,233,400,58.2,77,264,588
2021-02-03,DRS 14 São João da Boa Vista,54.5,169,64,119,53.8,29,125,385
2021-02-03,DRS 13 Ribeirão Preto,76.9,421,191,267,71.5,52,248,451
2021-02-03,DRS 12 Registro,39.1,43,21,49,42.9,5,14,44
2021-02-03,DRS 11 Presidente Prudente,70.0,181,66,101,65.4,37,157,256
2021-02-03,DRS 10 Piracicaba,64.8,406,200,299,66.9,78,217,480
2021-02-03,DRS 08 Franca,85.8,150,91,109,83.5,21,108,206
2021-02-03,DRS 07 Campinas,71.2,846,546,747,73.1,116,551,1128
2021-02-03,DRS 06 Bauru,89.5,543,238,264,90.2,82,401,619
2021-02-03,Grande SP Leste,66.8,425,262,408,64.2,63,310,544
2021-02-03,Grande SP Norte,54.2,64,32,69,46.4,14,35,184
2021-02-03,Grande SP Oeste,44.2,279,129,294,43.9,50,184,419
2021-02-03,Grande SP Sudeste,67.2,994,555,843,65.8,149,599,1459
2021-02-03,Município de São Paulo,70.0,3147,2156,3064,70.4,470,2343,4018
2021-02-03,DRS 02 Araçatuba,55.9,113,65,121,53.7,21,86,309
2021-02-03,DRS 03 Araraquara,77.9,314,114,129,88.4,47,173,373
2021-02-03,DRS 04 Baixada Santista,44.8,219,186,395,47.1,35,170,634
2021-02-03,DRS 05 Barretos,67.2,124,55,93,59.1,17,36,182
2021-02-03,Grande SP Sudoeste,47.4,160,44,104,42.3,27,98,262
2021-02-04,DRS 09 Marília,76.0,290,143,203,70.4,45,195,444
2021-02-04,Estado de São Paulo,67.6,10601,5952,8903,66.8,1555,7038,14553
2021-02-04,DRS 17 Taubaté,78.1,750,373,493,75.7,104,418,915
2021-02-04,DRS 16 Sorocaba,69.8,497,227,324,70.1,69,291,598
2021-02-04,DRS 15 São José do Rio Preto,60.0,472,241,400,60.2,64,256,601
2021-02-04,DRS 14 São João da Boa Vista,53.7,173,68,130,52.3,30,136,391
2021-02-04,DRS 13 Ribeirão Preto,75.8,418,197,262,75.2,64,241,469
2021-02-04,DRS 12 Registro,39.9,45,23,49,46.9,10,16,44
2021-02-04,DRS 11 Presidente Prudente,68.4,178,64,101,63.4,29,158,255
2021-02-04,DRS 10 Piracicaba,65.0,421,196,300,65.3,68,217,458
2021-02-04,DRS 08 Franca,85.5,153,93,109,85.3,24,117,217
2021-02-04,DRS 07 Campinas,71.7,802,541,744,72.7,99,543,1122
2021-02-04,DRS 06 Bauru,89.8,563,249,272,91.5,89,390,607
2021-02-04,Grande SP Leste,65.8,430,250,410,61.0,56,301,543
2021-02-04,Grande SP Norte,54.5,72,37,59,62.7,14,37,184
2021-02-04,Grande SP Oeste,44.1,284,141,301,46.8,50,183,427
2021-02-04,Grande SP Sudeste,66.7,1001,551,843,65.4,165,628,1439
2021-02-04,Município de São Paulo,69.7,3125,2094,3056,68.5,435,2317,4088
